@relation 'dataset'
@attribute sc real
@attribute lefr real
@attribute zcr real
@attribute entropy real
@attribute name string
@attribute class {parco,lezione,treno,tv,auto,ristorante,strada}
@data

16.59661657704153,522.0,0.03546099290780142,9.12485063518337,auto_02_000_000,auto
25.5943013418216,533.0,0.06382978723404255,9.160714766410527,auto_02_000_001,auto
15.580737561387219,509.0,0.0425531914893617,9.063829996873219,auto_02_000_002,auto
23.740817124047112,510.0,0.04964539007092199,9.168474589087149,auto_02_001_000,auto
15.066538483619015,502.0,0.028368794326241134,9.096481840857123,auto_02_001_001,auto
20.007347754858703,502.0,0.04680851063829787,8.882854145754148,auto_02_001_002,auto
11.285320660978634,506.0,0.015602836879432624,9.263913188399412,auto_02_002_000,auto
17.554955135230873,507.0,0.059574468085106386,9.184892612591547,auto_02_002_001,auto
51.39145238841857,543.0,0.1375886524822695,9.144191730252027,auto_02_002_002,auto
17.037674430398106,488.0,0.03829787234042553,9.144013436607949,auto_02_003_000,auto
81.03233338797297,544.0,0.11347517730496454,9.222430759324471,auto_02_003_001,auto
16.476838946426156,486.0,0.03546099290780142,8.977277443669456,auto_02_003_002,auto
30.98954772016583,589.0,0.07092198581560284,8.155298708535252,auto_02_004_000,auto
22.87747247351725,565.0,0.05531914893617021,8.041293793283764,auto_02_004_001,auto
37.26476369916424,562.0,0.09361702127659574,8.798430206237544,auto_02_004_002,auto
26.087976144743234,485.0,0.04113475177304964,9.127404208317813,auto_02_005_000,auto
24.219946435690375,474.0,0.05390070921985816,9.052716233804256,auto_02_005_001,auto
16.41149899301954,461.0,0.02269503546099291,9.194757319602019,auto_02_005_002,auto
11.6450599676784,496.0,0.01276595744680851,9.138715085553322,auto_02_006_000,auto
20.48993288552572,517.0,0.03687943262411347,9.234473631658753,auto_02_006_001,auto
14.577052886716368,519.0,0.029787234042553193,9.224516823135838,auto_02_006_002,auto
15.594517767484584,466.0,0.031205673758865248,9.14545960683299,auto_02_007_000,auto
12.937877991171668,497.0,0.024113475177304965,9.1138785252635,auto_02_007_001,auto
19.4696976337068,537.0,0.03404255319148936,8.970803317546306,auto_02_007_002,auto
24.39330199868758,535.0,0.059574468085106386,9.148415426746615,auto_02_008_000,auto
22.05104060033651,493.0,0.04964539007092199,9.006140586287325,auto_02_008_001,auto
26.92258348654932,541.0,0.04964539007092199,9.237685918902002,auto_02_008_002,auto
9.050502753380576,491.0,0.015602836879432624,9.357210262882846,auto_02_009_000,auto
8.690414300160885,403.0,0.019858156028368795,9.387720582037923,auto_02_009_001,auto
12.409623669878242,485.0,0.015602836879432624,9.327075351538396,auto_02_009_002,auto
16.600567051992073,505.0,0.031205673758865248,9.165871464316055,auto_02_010_000,auto
11.32135205641993,494.0,0.024113475177304965,9.230941397622342,auto_02_010_001,auto
22.0831674935578,518.0,0.04680851063829787,9.139447080652095,auto_02_010_002,auto
11.583929012984488,488.0,0.01276595744680851,9.230941397622342,auto_02_011_000,auto
14.495988686756979,479.0,0.02269503546099291,9.336976699043854,auto_02_011_001,auto
34.99094557182645,532.0,0.07375886524822695,8.965037457168622,auto_02_011_002,auto
8.125644431679913,495.0,0.015602836879432624,9.372465422460381,auto_02_012_000,auto
29.081821860543624,520.0,0.04822695035460993,9.057497523899167,auto_02_012_001,auto
21.505458838419855,494.0,0.03687943262411347,9.207495546540098,auto_02_012_002,auto
23.13524505411703,530.0,0.04964539007092199,9.106616943024116,auto_02_013_000,auto
21.350576945361755,508.0,0.03971631205673759,9.114807634528825,auto_02_013_001,auto
22.497042441801234,502.0,0.04822695035460993,9.099177067140657,auto_02_013_002,auto
22.499261922559626,519.0,0.04822695035460993,8.795300218980321,auto_02_014_000,auto
11.173971442729263,470.0,0.02695035460992908,9.233778277054963,auto_02_014_001,auto
20.719707706467815,491.0,0.04113475177304964,9.226713808982135,auto_02_014_002,auto
15.157946166572225,483.0,0.028368794326241134,9.34977038699939,auto_02_015_000,auto
17.39383128070779,498.0,0.03687943262411347,9.260380954362997,auto_02_015_001,auto
