type	name	sc	lefr	zcr
d	d	c	c	c
class
spostamento	auto_02_020_001	11.104536	488.000000	0.042553
spostamento	auto_02_020_002	9.773809	509.000000	0.041135
spostamento	auto_02_021_000	13.837299	513.000000	0.060993
spostamento	auto_02_021_001	12.815162	504.000000	0.059574
spostamento	auto_02_021_002	13.979899	540.000000	0.079433
spostamento	auto_02_022_000	12.126834	514.000000	0.056738
spostamento	auto_02_022_001	15.158570	559.000000	0.072340
spostamento	auto_02_022_002	13.440966	526.000000	0.059574
spostamento	auto_02_023_000	11.576006	557.000000	0.048227
spostamento	auto_02_023_001	12.702126	533.000000	0.059574
spostamento	auto_02_023_002	12.597498	554.000000	0.062411
spostamento	auto_02_024_000	18.424063	529.000000	0.092199
spostamento	auto_02_024_001	16.680634	507.000000	0.058156
spostamento	auto_02_024_002	14.434899	545.000000	0.079433
spostamento	auto_02_025_000	12.588957	555.000000	0.070922
spostamento	auto_02_025_001	15.930320	520.000000	0.089362
spostamento	auto_02_025_002	15.418698	531.000000	0.072340
spostamento	auto_02_026_000	13.907492	538.000000	0.059574
spostamento	auto_02_026_001	13.150879	538.000000	0.053901
spostamento	auto_02_026_002	12.059473	581.000000	0.059574
spostamento	auto_02_027_000	12.739126	495.000000	0.053901
spostamento	auto_02_027_001	8.778715	483.000000	0.038298
spostamento	auto_02_027_002	6.472928	443.000000	0.026950
spostamento	auto_02_028_000	7.703259	478.000000	0.029787
spostamento	auto_02_028_001	5.413914	491.000000	0.022695
spostamento	auto_02_028_002	7.861165	420.000000	0.035461
spostamento	auto_02_029_000	12.584156	522.000000	0.048227
spostamento	auto_02_029_001	7.144725	410.000000	0.025532
spostamento	auto_02_029_002	9.640901	442.000000	0.034043
spostamento	auto_02_030_000	12.751874	468.000000	0.055319
spostamento	auto_02_030_001	11.806001	492.000000	0.049645
spostamento	auto_02_030_002	12.248065	469.000000	0.043972
spostamento	auto_02_031_000	12.094517	457.000000	0.045390
spostamento	auto_02_031_001	11.479917	450.000000	0.041135
spostamento	auto_02_031_002	11.348156	492.000000	0.051064
spostamento	auto_02_032_000	11.502168	474.000000	0.055319
spostamento	auto_02_032_001	11.850249	476.000000	0.041135
spostamento	auto_02_032_002	10.851083	474.000000	0.049645
spostamento	auto_02_033_000	12.769514	451.000000	0.042553
spostamento	auto_02_033_001	14.653564	480.000000	0.065248
spostamento	auto_02_033_002	13.200646	483.000000	0.051064
spostamento	auto_02_034_000	13.456841	464.000000	0.042553
spostamento	auto_02_034_001	9.646622	441.000000	0.024113
spostamento	auto_02_034_002	6.587595	497.000000	0.015603
spostamento	auto_02_035_000	12.286374	436.000000	0.035461
spostamento	auto_02_035_001	10.448267	450.000000	0.043972
spostamento	auto_02_035_002	6.632677	479.000000	0.035461
spostamento	auto_02_036_000	8.094074	413.000000	0.024113
spostamento	auto_02_036_001	8.592189	497.000000	0.039716
spostamento	auto_02_036_002	7.936833	461.000000	0.032624
spostamento	auto_02_037_000	9.364037	481.000000	0.035461
spostamento	auto_02_037_001	10.688636	456.000000	0.031206
spostamento	auto_02_037_002	11.039153	479.000000	0.048227
spostamento	auto_02_038_000	10.084689	467.000000	0.039716
spostamento	auto_02_038_001	7.028487	443.000000	0.015603
spostamento	auto_02_038_002	9.509248	495.000000	0.041135
spostamento	auto_02_039_000	5.856782	414.000000	0.021277
spostamento	auto_02_039_001	5.941685	454.000000	0.018440
spostamento	auto_02_039_002	7.931549	470.000000	0.029787
spostamento	auto_02_040_000	6.688347	416.000000	0.025532
spostamento	auto_02_040_001	5.995606	411.000000	0.021277
spostamento	auto_02_040_002	5.610567	446.000000	0.021277
spostamento	auto_02_041_000	8.521849	436.000000	0.021277
spostamento	auto_02_041_001	8.734290	473.000000	0.026950
spostamento	auto_02_041_002	8.349477	485.000000	0.035461
spostamento	auto_02_042_000	10.117372	455.000000	0.048227
spostamento	auto_02_042_001	6.411398	487.000000	0.031206
spostamento	auto_02_042_002	9.301952	466.000000	0.029787
spostamento	auto_02_043_000	7.487846	463.000000	0.026950
spostamento	auto_02_043_001	6.708316	449.000000	0.018440
spostamento	auto_02_043_002	4.586341	483.000000	0.018440
spostamento	auto_02_044_000	9.076072	460.000000	0.041135
spostamento	auto_02_044_001	7.312143	434.000000	0.034043
spostamento	auto_02_044_002	5.253614	430.000000	0.021277
spostamento	auto_02_045_000	11.936818	446.000000	0.038298
spostamento	auto_02_045_001	11.534706	453.000000	0.038298
spostamento	auto_02_045_002	12.216139	450.000000	0.035461
spostamento	auto_02_046_000	16.953918	488.000000	0.055319
spostamento	auto_02_046_001	10.887766	460.000000	0.039716
spostamento	auto_02_046_002	12.321171	451.000000	0.041135
spostamento	auto_02_047_000	9.105423	390.000000	0.024113
spostamento	auto_02_047_001	13.321935	437.000000	0.038298
spostamento	auto_02_047_002	12.785074	481.000000	0.041135
spostamento	auto_02_048_000	11.206035	447.000000	0.060993
spostamento	auto_02_048_001	13.774211	426.000000	0.039716
spostamento	auto_02_048_002	9.326283	458.000000	0.035461
spostamento	auto_02_049_000	9.079529	476.000000	0.021277
spostamento	auto_02_049_001	8.013354	495.000000	0.026950
spostamento	auto_02_049_002	6.267418	481.000000	0.025532
spostamento	auto_02_050_000	10.039041	446.000000	0.045390
spostamento	auto_02_050_001	8.244624	435.000000	0.026950
spostamento	auto_02_050_002	8.346864	432.000000	0.024113
spostamento	auto_02_051_000	9.707215	444.000000	0.036879
spostamento	auto_02_051_001	9.544804	474.000000	0.048227
spostamento	auto_02_051_002	7.841499	454.000000	0.032624
spostamento	auto_02_052_000	4.567678	434.000000	0.011348
spostamento	auto_02_052_001	6.345143	435.000000	0.019858
spostamento	auto_02_052_002	10.477965	455.000000	0.029787
spostamento	auto_02_053_000	4.924674	450.000000	0.024113
spostamento	auto_02_053_001	10.164078	475.000000	0.038298
spostamento	auto_02_053_002	5.053872	374.000000	0.018440
spostamento	auto_02_054_000	9.522491	463.000000	0.035461
spostamento	auto_02_054_001	7.293901	442.000000	0.029787
spostamento	auto_02_054_002	12.233373	448.000000	0.038298
spostamento	auto_02_055_000	6.464699	438.000000	0.026950
spostamento	auto_02_055_001	6.878950	415.000000	0.024113
spostamento	auto_02_055_002	6.751456	388.000000	0.021277
spostamento	auto_02_056_000	4.880176	439.000000	0.024113
spostamento	auto_02_056_001	8.563327	476.000000	0.048227
spostamento	auto_02_056_002	8.858803	421.000000	0.028369
spostamento	auto_02_057_000	5.883293	418.000000	0.025532
spostamento	auto_02_057_001	10.701610	431.000000	0.035461
spostamento	auto_02_057_002	10.680498	455.000000	0.039716
spostamento	auto_02_058_000	13.860220	521.000000	0.068085
spostamento	auto_02_058_001	10.281333	482.000000	0.043972
spostamento	auto_02_058_002	14.598107	447.000000	0.059574
spostamento	auto_02_059_000	9.886219	472.000000	0.029787
spostamento	auto_02_059_001	12.779154	477.000000	0.049645
spostamento	auto_02_059_002	7.021608	435.000000	0.019858
spostamento	auto_02_060_000	15.286712	488.000000	0.051064
spostamento	auto_02_060_001	9.114955	437.000000	0.039716
spostamento	auto_02_060_002	9.223393	398.000000	0.036879
spostamento	auto_02_061_000	12.403299	506.000000	0.051064
spostamento	auto_02_061_001	11.309072	456.000000	0.039716
spostamento	auto_02_061_002	10.973350	500.000000	0.043972
spostamento	auto_02_062_000	12.124232	452.000000	0.049645
spostamento	auto_02_062_001	12.182658	508.000000	0.058156
spostamento	auto_02_062_002	16.587971	487.000000	0.059574
spostamento	auto_02_063_000	16.977642	473.000000	0.052482
spostamento	auto_02_063_001	12.767798	456.000000	0.048227
spostamento	auto_02_063_002	16.270410	439.000000	0.062411
spostamento	auto_02_064_000	11.781591	504.000000	0.060993
spostamento	auto_02_064_001	13.398508	480.000000	0.043972
spostamento	auto_02_064_002	13.622413	478.000000	0.048227
spostamento	auto_02_065_000	9.816623	429.000000	0.029787
spostamento	auto_02_065_001	7.756126	443.000000	0.026950
spostamento	auto_02_065_002	8.586822	476.000000	0.039716
spostamento	auto_02_066_000	15.317079	471.000000	0.035461
spostamento	auto_02_066_001	9.874506	481.000000	0.046809
spostamento	auto_02_066_002	11.850230	505.000000	0.058156
spostamento	auto_02_067_000	9.037001	465.000000	0.036879
spostamento	auto_02_067_001	10.093296	462.000000	0.032624
spostamento	auto_02_067_002	9.063561	498.000000	0.042553
spostamento	auto_02_068_000	11.613000	470.000000	0.039716
spostamento	auto_02_068_001	9.897322	470.000000	0.034043
spostamento	auto_02_068_002	10.840818	424.000000	0.043972
spostamento	auto_02_069_000	6.114312	427.000000	0.022695
spostamento	auto_02_069_001	9.697320	483.000000	0.036879
spostamento	auto_02_069_002	10.592920	484.000000	0.034043
spostamento	auto_02_070_000	14.603333	468.000000	0.062411
spostamento	auto_02_070_001	14.527953	485.000000	0.059574
spostamento	auto_02_070_002	9.500532	468.000000	0.053901
spostamento	auto_02_071_000	9.342976	502.000000	0.026950
spostamento	auto_02_071_001	7.901267	432.000000	0.029787
spostamento	auto_02_071_002	7.297376	473.000000	0.026950
spostamento	auto_02_072_000	7.446869	502.000000	0.032624
spostamento	auto_02_072_001	11.754700	486.000000	0.042553
spostamento	auto_02_072_002	10.298747	439.000000	0.034043
spostamento	auto_02_073_000	10.115166	477.000000	0.034043
spostamento	auto_02_073_001	7.267047	505.000000	0.032624
spostamento	auto_02_073_002	6.733966	491.000000	0.021277
spostamento	auto_02_074_000	7.023274	432.000000	0.029787
spostamento	auto_02_074_001	12.383408	467.000000	0.053901
spostamento	auto_02_074_002	12.661999	487.000000	0.049645
spostamento	auto_02_075_000	8.331407	451.000000	0.032624
spostamento	auto_02_075_001	6.833271	400.000000	0.015603
spostamento	auto_02_075_002	9.880601	458.000000	0.032624
spostamento	auto_02_076_000	15.081248	424.000000	0.041135
spostamento	auto_02_076_001	11.658293	443.000000	0.049645
spostamento	auto_02_076_002	11.162629	491.000000	0.039716
spostamento	auto_02_077_000	9.238588	520.000000	0.036879
spostamento	auto_02_077_001	5.419936	406.000000	0.017021
spostamento	auto_02_077_002	6.965596	473.000000	0.032624
spostamento	auto_02_078_000	10.666572	465.000000	0.041135
spostamento	auto_02_078_001	9.899736	464.000000	0.036879
spostamento	auto_02_078_002	6.961881	452.000000	0.031206
spostamento	auto_02_079_000	6.218214	477.000000	0.021277
spostamento	auto_02_079_001	11.410208	457.000000	0.026950
spostamento	auto_02_079_002	7.333595	481.000000	0.045390
spostamento	auto_02_080_000	8.502920	482.000000	0.038298
spostamento	auto_02_080_001	12.169022	493.000000	0.056738
spostamento	auto_02_080_002	10.630705	477.000000	0.051064
spostamento	auto_02_081_000	11.477841	489.000000	0.049645
spostamento	auto_02_081_001	7.680500	511.000000	0.039716
spostamento	auto_02_081_002	6.647496	411.000000	0.015603
spostamento	auto_02_082_000	9.230542	461.000000	0.028369
spostamento	auto_02_082_001	6.973972	421.000000	0.012766
spostamento	auto_02_082_002	5.223905	400.000000	0.018440
spostamento	auto_02_083_000	11.582758	473.000000	0.035461
spostamento	auto_02_083_001	10.956077	460.000000	0.041135
spostamento	auto_02_083_002	10.621352	440.000000	0.041135
spostamento	auto_02_084_000	12.772922	473.000000	0.055319
spostamento	auto_02_084_001	11.362866	473.000000	0.035461
spostamento	auto_02_084_002	8.852163	430.000000	0.034043
spostamento	auto_02_085_000	12.667956	470.000000	0.043972
spostamento	auto_02_085_001	9.041770	460.000000	0.021277
spostamento	auto_02_085_002	14.009063	490.000000	0.051064
spostamento	auto_02_086_000	12.161271	499.000000	0.038298
spostamento	auto_02_086_001	7.833036	457.000000	0.028369
spostamento	auto_02_086_002	8.768328	444.000000	0.029787
spostamento	auto_02_087_000	6.595888	435.000000	0.025532
spostamento	auto_02_087_001	6.075248	412.000000	0.017021
spostamento	auto_02_087_002	6.805662	457.000000	0.024113
spostamento	auto_02_088_000	7.165942	457.000000	0.024113
spostamento	auto_02_088_001	7.554034	452.000000	0.024113
spostamento	auto_02_088_002	8.753455	437.000000	0.032624
spostamento	auto_02_089_000	7.775157	444.000000	0.024113
spostamento	auto_02_089_001	6.657419	487.000000	0.029787
spostamento	auto_02_089_002	6.796049	438.000000	0.031206
spostamento	auto_02_090_000	7.824661	479.000000	0.041135
spostamento	auto_02_090_001	7.955762	457.000000	0.028369
spostamento	auto_02_090_002	9.901292	424.000000	0.039716
spostamento	auto_02_091_000	11.442443	443.000000	0.035461
spostamento	auto_02_091_001	9.400566	491.000000	0.041135
spostamento	auto_02_091_002	8.015352	480.000000	0.035461
spostamento	auto_02_092_000	9.163239	469.000000	0.042553
spostamento	auto_02_092_001	11.170956	516.000000	0.051064
spostamento	auto_02_092_002	9.676829	432.000000	0.038298
spostamento	auto_02_093_000	6.967559	389.000000	0.017021
spostamento	auto_02_093_001	5.552364	485.000000	0.009929
spostamento	auto_02_093_002	5.532377	475.000000	0.021277
spostamento	auto_02_094_000	9.119143	454.000000	0.026950
spostamento	auto_02_094_001	13.940395	472.000000	0.059574
spostamento	auto_02_094_002	8.434114	475.000000	0.032624
spostamento	auto_02_095_000	9.849399	445.000000	0.039716
spostamento	auto_02_095_001	9.542291	483.000000	0.045390
spostamento	auto_02_095_002	7.658701	428.000000	0.021277
spostamento	auto_02_096_000	8.923466	474.000000	0.029787
spostamento	auto_02_096_001	6.850298	432.000000	0.025532
spostamento	auto_02_096_002	7.032902	411.000000	0.029787
spostamento	auto_02_097_000	12.196560	465.000000	0.052482
spostamento	auto_02_097_001	12.066210	426.000000	0.051064
spostamento	auto_02_097_002	13.381909	451.000000	0.053901
spostamento	auto_02_098_000	8.283521	477.000000	0.028369
spostamento	auto_02_098_001	7.592906	514.000000	0.031206
spostamento	auto_02_098_002	13.435325	475.000000	0.052482
spostamento	auto_02_099_000	9.902649	468.000000	0.035461
spostamento	auto_02_099_001	10.798116	471.000000	0.032624
spostamento	auto_02_099_002	12.387809	468.000000	0.039716
fermo	tv_01_000_000	15.219372	564.000000	0.087943
fermo	tv_01_000_001	32.372104	505.000000	0.120567
fermo	tv_01_000_002	41.246876	612.000000	0.209929
fermo	tv_01_001_000	36.272927	553.000000	0.192908
fermo	tv_01_001_001	37.706183	553.000000	0.139007
fermo	tv_01_001_002	37.522497	550.000000	0.153191
fermo	tv_01_002_000	35.094982	576.000000	0.188652
fermo	tv_01_002_001	27.514215	547.000000	0.130496
fermo	tv_01_002_002	27.069907	581.000000	0.130496
fermo	tv_01_003_000	21.061400	634.000000	0.127660
fermo	tv_01_003_001	27.271280	493.000000	0.150355
fermo	tv_01_003_002	63.226009	649.000000	0.309220
fermo	tv_01_004_000	18.139030	566.000000	0.087943
fermo	tv_01_004_001	22.533920	519.000000	0.120567
fermo	tv_01_004_002	19.373678	466.000000	0.062411
fermo	tv_01_005_000	18.460523	588.000000	0.113475
fermo	tv_01_005_001	41.209449	671.000000	0.119149
fermo	tv_01_005_002	213.606011	519.000000	0.617021
fermo	tv_01_006_000	37.463928	549.000000	0.153191
fermo	tv_01_006_001	38.777273	504.000000	0.182979
fermo	tv_01_006_002	34.850496	562.000000	0.143262
fermo	tv_01_007_000	24.242967	468.000000	0.073759
fermo	tv_01_007_001	43.323495	681.000000	0.139007
fermo	tv_01_007_002	197.894007	533.000000	0.536170
fermo	tv_01_008_000	32.834446	532.000000	0.140426
fermo	tv_01_008_001	32.001439	493.000000	0.178723
fermo	tv_01_008_002	59.700515	629.000000	0.266667
fermo	tv_01_009_000	18.344694	460.000000	0.053901
fermo	tv_01_009_001	22.942628	531.000000	0.114894
fermo	tv_01_009_002	21.685433	453.000000	0.079433
fermo	tv_01_010_000	36.644868	671.000000	0.178723
fermo	tv_01_010_001	43.056460	510.000000	0.153191
fermo	tv_01_010_002	5.845859	690.000000	0.058156
fermo	tv_01_011_000	4.501019	704.000000	0.005674
fermo	tv_01_011_001	6.077173	705.000000	0.011348
fermo	tv_01_011_002	4.428079	705.000000	0.002837
fermo	tv_01_012_000	22.217763	541.000000	0.096454
fermo	tv_01_012_001	14.961043	620.000000	0.109220
fermo	tv_01_012_002	11.556686	646.000000	0.085106
fermo	tv_01_013_000	7.222428	685.000000	0.059574
fermo	tv_01_013_001	2.790377	705.000000	0.002837
fermo	tv_01_013_002	1.846917	705.000000	0.000000
fermo	tv_01_014_000	63.695235	511.000000	0.217021
fermo	tv_01_014_001	192.931764	492.000000	0.604255
fermo	tv_01_014_002	144.371917	570.000000	0.475177
fermo	tv_01_015_000	58.180141	528.000000	0.238298
fermo	tv_01_015_001	181.754060	514.000000	0.529078
fermo	tv_01_015_002	183.567607	514.000000	0.563121
fermo	tv_01_016_000	71.841374	595.000000	0.260993
fermo	tv_01_016_001	165.273698	534.000000	0.519149
fermo	tv_01_016_002	187.232617	511.000000	0.575887
fermo	tv_01_017_000	165.876674	565.000000	0.546099
fermo	tv_01_017_001	97.125747	490.000000	0.368794
fermo	tv_01_017_002	203.838129	508.000000	0.565957
fermo	tv_01_018_000	149.624897	516.000000	0.479433
fermo	tv_01_018_001	123.418789	515.000000	0.404255
fermo	tv_01_018_002	110.062769	537.000000	0.388652
fermo	tv_01_019_000	69.069825	544.000000	0.296454
fermo	tv_01_019_001	25.041565	456.000000	0.093617
fermo	tv_01_019_002	32.950737	655.000000	0.197163
fermo	tv_01_020_000	33.097771	554.000000	0.190071
fermo	tv_01_020_001	38.320276	572.000000	0.160284
fermo	tv_01_020_002	25.926681	546.000000	0.097872
fermo	tv_01_021_000	76.560622	568.000000	0.292199
fermo	tv_01_021_001	69.601764	576.000000	0.256738
fermo	tv_01_021_002	28.619220	659.000000	0.170213
fermo	tv_01_022_000	72.049638	545.000000	0.276596
fermo	tv_01_022_001	86.495885	550.000000	0.256738
fermo	tv_01_022_002	59.547139	521.000000	0.218440
fermo	tv_01_023_000	30.037118	575.000000	0.170213
fermo	tv_01_023_001	60.376032	549.000000	0.232624
fermo	tv_01_023_002	27.945587	632.000000	0.127660
fermo	tv_01_024_000	40.940460	582.000000	0.239716
fermo	tv_01_024_001	41.199944	495.000000	0.158865
fermo	tv_01_024_002	23.544894	545.000000	0.100709
fermo	tv_01_025_000	45.925201	551.000000	0.229787
fermo	tv_01_025_001	42.601810	553.000000	0.158865
fermo	tv_01_025_002	113.730261	614.000000	0.434043
fermo	tv_01_026_000	19.502461	668.000000	0.123404
fermo	tv_01_026_001	12.229409	688.000000	0.068085
fermo	tv_01_026_002	60.307688	512.000000	0.188652
fermo	tv_01_027_000	36.782023	554.000000	0.140426
fermo	tv_01_027_001	13.602730	625.000000	0.090780
fermo	tv_01_027_002	17.270541	660.000000	0.130496
fermo	tv_01_028_000	59.572866	501.000000	0.205674
fermo	tv_01_028_001	37.847318	618.000000	0.209929
fermo	tv_01_028_002	28.426771	571.000000	0.129078
fermo	tv_01_029_000	56.293213	494.000000	0.191489
fermo	tv_01_029_001	29.406054	540.000000	0.121986
fermo	tv_01_029_002	2.041219	705.000000	0.000000
fermo	tv_01_030_000	70.214093	646.000000	0.309220
fermo	tv_01_030_001	104.333028	566.000000	0.392908
fermo	tv_01_030_002	50.350267	635.000000	0.287943
fermo	tv_01_031_000	79.743978	517.000000	0.263830
fermo	tv_01_031_001	50.277197	515.000000	0.174468
fermo	tv_01_031_002	108.788667	561.000000	0.314894
fermo	tv_01_032_000	198.168621	605.000000	0.445390
fermo	tv_01_032_001	128.285203	581.000000	0.439716
fermo	tv_01_032_002	80.377508	604.000000	0.321986
fermo	tv_01_033_000	15.065215	621.000000	0.100709
fermo	tv_01_033_001	21.503224	579.000000	0.116312
fermo	tv_01_033_002	78.048491	543.000000	0.242553
fermo	tv_01_034_000	47.739619	533.000000	0.180142
fermo	tv_01_034_001	33.781063	676.000000	0.167376
fermo	tv_01_034_002	39.901428	611.000000	0.229787
fermo	tv_01_035_000	22.020468	657.000000	0.153191
fermo	tv_01_035_001	52.327229	567.000000	0.217021
fermo	tv_01_035_002	43.597626	595.000000	0.232624
fermo	tv_01_036_000	58.743409	540.000000	0.217021
fermo	tv_01_036_001	85.734478	603.000000	0.402837
fermo	tv_01_036_002	88.776731	618.000000	0.354610
fermo	tv_01_037_000	39.228814	520.000000	0.129078
fermo	tv_01_037_001	139.953463	526.000000	0.460993
fermo	tv_01_037_002	43.441768	547.000000	0.208511
fermo	tv_01_038_000	58.777730	617.000000	0.260993
fermo	tv_01_038_001	30.152122	571.000000	0.139007
fermo	tv_01_038_002	7.094722	704.000000	0.028369
fermo	tv_01_039_000	36.106263	615.000000	0.224113
fermo	tv_01_039_001	2.569986	705.000000	0.000000
fermo	tv_01_039_002	40.159503	540.000000	0.153191
fermo	tv_01_040_000	3.228917	704.000000	0.028369
fermo	tv_01_040_001	2.458176	705.000000	0.000000
fermo	tv_01_040_002	1.789153	705.000000	0.000000
fermo	tv_01_041_000	24.705628	619.000000	0.151773
fermo	tv_01_041_001	7.557109	704.000000	0.039716
fermo	tv_01_041_002	32.858169	579.000000	0.144681
fermo	tv_01_042_000	37.058048	534.000000	0.198582
fermo	tv_01_042_001	31.406537	584.000000	0.129078
fermo	tv_01_042_002	8.391587	705.000000	0.028369
fermo	tv_01_043_000	188.384165	536.000000	0.730496
fermo	tv_01_043_001	2.174278	705.000000	0.000000
fermo	tv_01_043_002	1.256935	705.000000	0.000000
fermo	tv_01_044_000	51.835946	478.000000	0.174468
fermo	tv_01_044_001	9.079580	552.000000	0.051064
fermo	tv_01_044_002	26.262333	454.000000	0.095035
fermo	tv_01_045_000	3.076556	705.000000	0.005674
fermo	tv_01_045_001	3.167858	705.000000	0.002837
fermo	tv_01_045_002	153.490656	502.000000	0.469504
fermo	tv_01_046_000	157.122287	485.000000	0.478014
fermo	tv_01_046_001	152.708535	484.000000	0.456738
fermo	tv_01_046_002	179.612482	479.000000	0.523404
fermo	tv_01_047_000	111.786636	494.000000	0.358865
fermo	tv_01_047_001	39.098318	499.000000	0.167376
fermo	tv_01_047_002	63.193306	461.000000	0.235461
fermo	tv_01_048_000	94.266910	494.000000	0.320567
fermo	tv_01_048_001	115.443537	560.000000	0.449645
fermo	tv_01_048_002	18.611042	431.000000	0.046809
fermo	tv_01_049_000	143.434639	500.000000	0.429787
fermo	tv_01_049_001	130.642851	491.000000	0.401418
fermo	tv_01_049_002	174.968212	496.000000	0.533333
fermo	tv_01_050_000	107.073197	490.000000	0.350355
fermo	tv_01_050_001	92.465737	482.000000	0.321986
fermo	tv_01_050_002	48.935258	563.000000	0.208511
fermo	tv_01_051_000	17.277631	508.000000	0.068085
fermo	tv_01_051_001	22.034144	488.000000	0.080851
fermo	tv_01_051_002	240.732219	508.000000	0.629787
fermo	tv_01_052_000	24.856450	664.000000	0.107801
fermo	tv_01_052_001	39.937164	577.000000	0.217021
fermo	tv_01_052_002	64.165322	621.000000	0.300709
fermo	tv_01_053_000	28.313443	485.000000	0.086525
fermo	tv_01_053_001	41.878093	488.000000	0.136170
fermo	tv_01_053_002	29.002984	541.000000	0.112057
fermo	tv_01_054_000	45.586556	681.000000	0.185816
fermo	tv_01_054_001	32.268793	525.000000	0.127660
fermo	tv_01_054_002	1.501254	705.000000	0.000000
fermo	tv_01_055_000	13.849270	481.000000	0.042553
fermo	tv_01_055_001	26.071504	598.000000	0.092199
fermo	tv_01_055_002	240.695890	492.000000	0.655319
fermo	tv_01_056_000	27.879345	542.000000	0.157447
fermo	tv_01_056_001	30.169542	534.000000	0.117730
fermo	tv_01_056_002	35.676385	584.000000	0.136170
fermo	tv_01_057_000	24.759463	485.000000	0.063830
fermo	tv_01_057_001	33.563984	562.000000	0.173050
fermo	tv_01_057_002	15.114338	469.000000	0.068085
fermo	tv_01_058_000	23.934214	579.000000	0.126241
fermo	tv_01_058_001	14.592455	656.000000	0.102128
fermo	tv_01_058_002	27.188276	622.000000	0.160284
fermo	tv_01_059_000	45.862811	525.000000	0.148936
fermo	tv_01_059_001	21.571097	406.000000	0.052482
fermo	tv_01_059_002	37.284669	485.000000	0.119149
fermo	tv_01_060_000	100.541080	552.000000	0.212766
fermo	tv_01_060_001	19.689019	445.000000	0.052482
fermo	tv_01_060_002	3.214981	705.000000	0.000000
fermo	tv_01_061_000	33.431959	484.000000	0.129078
fermo	tv_01_061_001	39.521126	520.000000	0.130496
fermo	tv_01_061_002	23.484691	556.000000	0.080851
fermo	tv_01_062_000	18.409234	612.000000	0.089362
fermo	tv_01_062_001	53.204130	560.000000	0.182979
fermo	tv_01_062_002	47.401624	485.000000	0.167376
fermo	tv_01_063_000	44.330919	510.000000	0.133333
fermo	tv_01_063_001	17.259962	557.000000	0.068085
fermo	tv_01_063_002	40.211229	575.000000	0.205674
fermo	tv_01_064_000	22.234093	546.000000	0.100709
fermo	tv_01_064_001	51.345609	531.000000	0.188652
fermo	tv_01_064_002	86.017773	564.000000	0.302128
fermo	tv_01_065_000	35.240554	555.000000	0.130496
fermo	tv_01_065_001	27.896657	566.000000	0.163121
fermo	tv_01_065_002	9.945639	531.000000	0.049645
fermo	tv_01_066_000	29.959418	476.000000	0.096454
fermo	tv_01_066_001	144.375280	553.000000	0.503546
fermo	tv_01_066_002	111.125334	570.000000	0.434043
fermo	tv_01_067_000	28.681140	544.000000	0.110638
fermo	tv_01_067_001	42.069106	568.000000	0.167376
fermo	tv_01_067_002	20.643014	679.000000	0.119149
fermo	tv_01_068_000	3.370447	705.000000	0.000000
fermo	tv_01_068_001	2.030659	705.000000	0.000000
fermo	tv_01_068_002	1.176927	705.000000	0.000000
fermo	tv_01_069_000	65.333969	510.000000	0.228369
fermo	tv_01_069_001	45.874680	573.000000	0.212766
fermo	tv_01_069_002	25.302049	621.000000	0.151773
fermo	tv_01_070_000	171.573405	507.000000	0.531915
fermo	tv_01_070_001	54.881857	581.000000	0.232624
fermo	tv_01_070_002	4.829338	705.000000	0.011348
fermo	tv_01_071_000	61.508177	633.000000	0.243972
fermo	tv_01_071_001	109.119833	514.000000	0.339007
fermo	tv_01_071_002	75.640337	513.000000	0.293617
fermo	tv_01_072_000	131.474930	507.000000	0.435461
fermo	tv_01_072_001	143.464476	511.000000	0.438298
fermo	tv_01_072_002	38.537866	520.000000	0.136170
fermo	tv_01_073_000	30.459731	531.000000	0.143262
fermo	tv_01_073_001	55.281544	558.000000	0.208511
fermo	tv_01_073_002	20.330150	699.000000	0.100709
fermo	tv_01_074_000	99.683195	492.000000	0.321986
fermo	tv_01_074_001	95.997616	503.000000	0.336170
fermo	tv_01_074_002	146.160152	494.000000	0.459574
fermo	tv_01_075_000	75.577704	510.000000	0.256738
fermo	tv_01_075_001	49.155921	555.000000	0.204255
fermo	tv_01_075_002	31.838756	513.000000	0.144681
fermo	tv_01_076_000	101.715049	526.000000	0.367376
fermo	tv_01_076_001	5.742210	705.000000	0.008511
fermo	tv_01_076_002	48.464765	498.000000	0.177305
fermo	tv_01_077_000	39.618580	594.000000	0.175887
fermo	tv_01_077_001	1.426302	705.000000	0.000000
fermo	tv_01_077_002	33.653233	563.000000	0.150355
fermo	tv_01_078_000	25.248940	530.000000	0.093617
fermo	tv_01_078_001	43.989032	506.000000	0.133333
fermo	tv_01_078_002	28.898833	596.000000	0.124823
fermo	tv_01_079_000	31.271621	549.000000	0.139007
fermo	tv_01_079_001	29.006503	493.000000	0.096454
fermo	tv_01_079_002	36.828956	497.000000	0.116312
fermo	tv_01_080_000	1.390673	705.000000	0.000000
fermo	tv_01_080_001	1.117912	705.000000	0.000000
fermo	tv_01_080_002	66.277173	544.000000	0.283688
fermo	tv_01_081_000	142.285194	507.000000	0.426950
fermo	tv_01_081_001	6.357488	705.000000	0.000000
fermo	tv_01_081_002	7.584081	705.000000	0.000000
fermo	tv_01_082_000	81.210607	544.000000	0.300709
fermo	tv_01_082_001	5.280361	705.000000	0.005674
fermo	tv_01_082_002	70.601911	568.000000	0.283688
fermo	tv_01_083_000	72.568051	527.000000	0.293617
fermo	tv_01_083_001	49.806090	483.000000	0.208511
