type	name	sc	lefr	zcr
d	d	c	c	c
class
spostamento	strada_02_056_001	67.135047	460.000000	0.231206
spostamento	strada_02_056_002	48.476356	488.000000	0.185816
spostamento	strada_02_057_000	54.806980	504.000000	0.195745
spostamento	strada_02_057_001	56.174650	502.000000	0.215603
spostamento	strada_02_057_002	56.629919	482.000000	0.194326
spostamento	strada_02_058_000	62.040755	473.000000	0.211348
spostamento	strada_02_058_001	50.939813	481.000000	0.201418
spostamento	strada_02_058_002	41.307524	496.000000	0.158865
spostamento	strada_02_059_000	80.123621	484.000000	0.260993
spostamento	strada_02_059_001	58.922875	506.000000	0.198582
spostamento	strada_02_059_002	45.835720	473.000000	0.160284
spostamento	strada_02_060_000	15.717754	533.000000	0.080851
spostamento	strada_02_060_001	26.782857	481.000000	0.110638
spostamento	strada_02_060_002	31.116422	486.000000	0.133333
spostamento	strada_02_061_000	67.501263	513.000000	0.236879
spostamento	strada_02_061_001	59.113781	533.000000	0.209929
spostamento	strada_02_061_002	43.210753	587.000000	0.191489
spostamento	strada_02_062_000	16.799543	671.000000	0.100709
spostamento	strada_02_062_001	17.131389	665.000000	0.110638
spostamento	strada_02_062_002	22.604110	649.000000	0.136170
spostamento	strada_02_063_000	63.926769	530.000000	0.221277
spostamento	strada_02_063_001	69.942650	517.000000	0.245390
spostamento	strada_02_063_002	68.277643	505.000000	0.246809
spostamento	strada_02_064_000	74.120417	495.000000	0.241135
spostamento	strada_02_064_001	70.118107	490.000000	0.214184
spostamento	strada_02_064_002	91.221707	481.000000	0.296454
spostamento	strada_02_065_000	73.647827	491.000000	0.273759
spostamento	strada_02_065_001	84.928112	484.000000	0.270922
spostamento	strada_02_065_002	67.218435	484.000000	0.221277
spostamento	strada_02_066_000	52.797647	504.000000	0.178723
spostamento	strada_02_066_001	52.609693	538.000000	0.164539
spostamento	strada_02_066_002	39.931064	546.000000	0.163121
spostamento	strada_02_067_000	47.745796	489.000000	0.168794
spostamento	strada_02_067_001	56.578206	508.000000	0.197163
spostamento	strada_02_067_002	44.728322	519.000000	0.173050
spostamento	strada_02_068_000	42.341623	529.000000	0.156028
spostamento	strada_02_068_001	46.723647	516.000000	0.150355
spostamento	strada_02_068_002	56.836560	499.000000	0.200000
spostamento	strada_02_069_000	53.536748	485.000000	0.177305
spostamento	strada_02_069_001	61.928220	489.000000	0.211348
spostamento	strada_02_069_002	47.099158	451.000000	0.146099
spostamento	strada_02_070_000	56.361208	460.000000	0.182979
spostamento	strada_02_070_001	51.686179	472.000000	0.175887
spostamento	strada_02_070_002	42.638942	474.000000	0.168794
spostamento	strada_02_071_000	68.305974	473.000000	0.235461
spostamento	strada_02_071_001	55.441847	481.000000	0.187234
spostamento	strada_02_071_002	76.496405	480.000000	0.245390
spostamento	strada_02_072_000	68.687099	480.000000	0.225532
spostamento	strada_02_072_001	83.069620	481.000000	0.269504
spostamento	strada_02_072_002	62.956043	466.000000	0.204255
spostamento	strada_02_073_000	67.129217	481.000000	0.201418
spostamento	strada_02_073_001	54.310570	486.000000	0.181560
spostamento	strada_02_073_002	58.944448	465.000000	0.187234
spostamento	strada_02_074_000	56.792297	483.000000	0.234043
spostamento	strada_02_074_001	55.400663	492.000000	0.224113
spostamento	strada_02_074_002	46.523105	518.000000	0.190071
spostamento	strada_02_075_000	115.172956	566.000000	0.312057
spostamento	strada_02_075_001	32.372282	580.000000	0.188652
spostamento	strada_02_075_002	51.214138	596.000000	0.249645
spostamento	strada_02_076_000	112.767801	480.000000	0.356028
spostamento	strada_02_076_001	87.182555	492.000000	0.317730
spostamento	strada_02_076_002	51.265221	466.000000	0.180142
spostamento	strada_02_077_000	120.316811	477.000000	0.329078
spostamento	strada_02_077_001	59.825587	477.000000	0.191489
spostamento	strada_02_077_002	58.965050	480.000000	0.204255
spostamento	strada_02_078_000	48.554227	496.000000	0.173050
spostamento	strada_02_078_001	65.066054	490.000000	0.225532
spostamento	strada_02_078_002	80.268242	482.000000	0.253901
spostamento	strada_02_079_000	61.162362	509.000000	0.207092
spostamento	strada_02_079_001	57.356241	561.000000	0.239716
spostamento	strada_02_079_002	35.291842	601.000000	0.187234
spostamento	strada_02_080_000	41.378589	581.000000	0.190071
spostamento	strada_02_080_001	49.249462	554.000000	0.209929
spostamento	strada_02_080_002	62.656227	521.000000	0.235461
spostamento	strada_02_081_000	39.039536	571.000000	0.188652
spostamento	strada_02_081_001	51.053417	613.000000	0.221277
spostamento	strada_02_081_002	32.431120	600.000000	0.174468
spostamento	strada_02_082_000	42.478798	570.000000	0.180142
spostamento	strada_02_082_001	51.318488	528.000000	0.182979
spostamento	strada_02_082_002	52.753440	511.000000	0.212766
spostamento	strada_02_083_000	93.034166	462.000000	0.306383
spostamento	strada_02_083_001	69.521930	463.000000	0.221277
spostamento	strada_02_083_002	49.883879	467.000000	0.171631
spostamento	strada_02_084_000	55.589182	478.000000	0.191489
spostamento	strada_02_084_001	56.720663	510.000000	0.231206
spostamento	strada_02_084_002	68.375693	510.000000	0.276596
spostamento	strada_02_085_000	58.198964	469.000000	0.209929
spostamento	strada_02_085_001	55.525994	472.000000	0.209929
spostamento	strada_02_085_002	46.972724	479.000000	0.182979
spostamento	strada_02_086_000	67.550100	460.000000	0.214184
spostamento	strada_02_086_001	51.213983	470.000000	0.161702
spostamento	strada_02_086_002	64.850084	483.000000	0.195745
spostamento	strada_02_087_000	53.388774	502.000000	0.188652
spostamento	strada_02_087_001	50.775338	511.000000	0.181560
spostamento	strada_02_087_002	44.938979	548.000000	0.188652
spostamento	strada_02_088_000	84.302140	486.000000	0.278014
spostamento	strada_02_088_001	70.944927	482.000000	0.253901
spostamento	strada_02_088_002	72.293438	480.000000	0.241135
spostamento	strada_02_089_000	46.070130	508.000000	0.153191
spostamento	strada_02_089_001	56.289226	527.000000	0.229787
spostamento	strada_02_089_002	55.865088	531.000000	0.198582
spostamento	strada_02_090_000	69.679614	454.000000	0.224113
spostamento	strada_02_090_001	54.049871	460.000000	0.173050
spostamento	strada_02_090_002	54.581938	487.000000	0.187234
spostamento	strada_02_091_000	76.863932	498.000000	0.262411
spostamento	strada_02_091_001	80.463072	478.000000	0.248227
spostamento	strada_02_091_002	78.915384	467.000000	0.258156
spostamento	strada_02_092_000	69.749967	464.000000	0.234043
spostamento	strada_02_092_001	61.674253	478.000000	0.201418
spostamento	strada_02_092_002	57.584629	484.000000	0.211348
spostamento	strada_02_093_000	63.892040	540.000000	0.238298
spostamento	strada_02_093_001	54.106373	560.000000	0.229787
spostamento	strada_02_093_002	71.442020	522.000000	0.253901
spostamento	strada_02_094_000	60.341466	511.000000	0.243972
spostamento	strada_02_094_001	72.812201	500.000000	0.259574
spostamento	strada_02_094_002	83.625144	499.000000	0.292199
spostamento	strada_02_095_000	77.995018	486.000000	0.270922
spostamento	strada_02_095_001	77.252749	477.000000	0.260993
spostamento	strada_02_095_002	55.671960	477.000000	0.200000
spostamento	strada_02_096_000	47.450946	469.000000	0.158865
spostamento	strada_02_096_001	40.451092	477.000000	0.150355
spostamento	strada_02_096_002	47.957253	484.000000	0.191489
spostamento	strada_02_097_000	87.504373	482.000000	0.283688
spostamento	strada_02_097_001	72.966249	465.000000	0.217021
spostamento	strada_02_097_002	44.395958	476.000000	0.164539
spostamento	strada_02_098_000	49.735615	458.000000	0.191489
spostamento	strada_02_098_001	87.917195	457.000000	0.302128
spostamento	strada_02_098_002	76.216344	466.000000	0.248227
spostamento	strada_02_099_000	62.564907	494.000000	0.222695
spostamento	strada_02_099_001	56.120960	499.000000	0.198582
spostamento	strada_02_099_002	38.200783	498.000000	0.148936
fermo	parco_02_000_000	45.157674	642.000000	0.272340
fermo	parco_02_000_001	32.674881	678.000000	0.188652
fermo	parco_02_000_002	11.058426	675.000000	0.116312
fermo	parco_02_001_000	31.801954	676.000000	0.156028
fermo	parco_02_001_001	8.956624	705.000000	0.036879
fermo	parco_02_001_002	36.599992	688.000000	0.127660
fermo	parco_02_002_000	6.834652	705.000000	0.017021
fermo	parco_02_002_001	8.651186	690.000000	0.079433
fermo	parco_02_002_002	16.199128	701.000000	0.058156
fermo	parco_02_003_000	80.933979	645.000000	0.357447
fermo	parco_02_003_001	30.918638	690.000000	0.164539
fermo	parco_02_003_002	60.254649	655.000000	0.297872
fermo	parco_02_004_000	18.449421	700.000000	0.073759
fermo	parco_02_004_001	3.447460	705.000000	0.011348
fermo	parco_02_004_002	6.553225	705.000000	0.005674
fermo	parco_02_005_000	16.370900	705.000000	0.039716
fermo	parco_02_005_001	39.071824	688.000000	0.192908
fermo	parco_02_005_002	21.130121	702.000000	0.085106
fermo	parco_02_006_000	22.971264	705.000000	0.038298
fermo	parco_02_006_001	3.252550	705.000000	0.000000
fermo	parco_02_006_002	30.181467	685.000000	0.198582
fermo	parco_02_007_000	10.811914	705.000000	0.014184
fermo	parco_02_007_001	23.495820	696.000000	0.058156
fermo	parco_02_007_002	45.227274	680.000000	0.171631
fermo	parco_02_008_000	5.778592	705.000000	0.002837
fermo	parco_02_008_001	67.979181	649.000000	0.289362
fermo	parco_02_008_002	59.741466	655.000000	0.243972
fermo	parco_02_009_000	25.259209	688.000000	0.139007
fermo	parco_02_009_001	23.222160	703.000000	0.069504
fermo	parco_02_009_002	54.827628	678.000000	0.198582
fermo	parco_02_010_000	22.191661	702.000000	0.085106
fermo	parco_02_010_001	27.356813	704.000000	0.087943
fermo	parco_02_010_002	3.279660	705.000000	0.000000
fermo	parco_02_011_000	57.131251	678.000000	0.226950
fermo	parco_02_011_001	46.578521	689.000000	0.212766
fermo	parco_02_011_002	24.422183	694.000000	0.119149
fermo	parco_02_012_000	44.509033	690.000000	0.116312
fermo	parco_02_012_001	38.494528	688.000000	0.147518
fermo	parco_02_012_002	3.991892	705.000000	0.002837
fermo	parco_02_013_000	4.226931	705.000000	0.000000
fermo	parco_02_013_001	44.547639	680.000000	0.168794
fermo	parco_02_013_002	28.670107	701.000000	0.087943
fermo	parco_02_014_000	37.807316	698.000000	0.130496
fermo	parco_02_014_001	6.365964	705.000000	0.002837
fermo	parco_02_014_002	7.065139	705.000000	0.002837
fermo	parco_02_015_000	3.364886	705.000000	0.000000
fermo	parco_02_015_001	12.735979	705.000000	0.022695
fermo	parco_02_015_002	8.389984	703.000000	0.031206
fermo	parco_02_016_000	18.170608	702.000000	0.048227
fermo	parco_02_016_001	20.630974	704.000000	0.045390
fermo	parco_02_016_002	64.863753	638.000000	0.313475
fermo	parco_02_017_000	5.130928	705.000000	0.011348
fermo	parco_02_017_001	4.604405	705.000000	0.000000
fermo	parco_02_017_002	9.687079	705.000000	0.019858
fermo	parco_02_018_000	34.651011	686.000000	0.173050
fermo	parco_02_018_001	5.670689	705.000000	0.000000
fermo	parco_02_018_002	14.497853	703.000000	0.031206
fermo	parco_02_019_000	4.596206	705.000000	0.000000
fermo	parco_02_019_001	8.836469	705.000000	0.000000
fermo	parco_02_019_002	42.646699	678.000000	0.217021
fermo	parco_02_020_000	77.700925	631.000000	0.363121
fermo	parco_02_020_001	6.358700	705.000000	0.000000
fermo	parco_02_020_002	21.485733	703.000000	0.048227
fermo	parco_02_021_000	7.360697	705.000000	0.008511
fermo	parco_02_021_001	17.562184	705.000000	0.031206
fermo	parco_02_021_002	31.722457	705.000000	0.068085
fermo	parco_02_022_000	45.805784	685.000000	0.156028
fermo	parco_02_022_001	97.315152	631.000000	0.392908
fermo	parco_02_022_002	22.451606	705.000000	0.059574
fermo	parco_02_023_000	18.151408	705.000000	0.025532
fermo	parco_02_023_001	13.796698	700.000000	0.042553
fermo	parco_02_023_002	30.913014	697.000000	0.110638
fermo	parco_02_024_000	39.642795	685.000000	0.225532
fermo	parco_02_024_001	92.129710	650.000000	0.272340
fermo	parco_02_024_002	12.584556	705.000000	0.028369
fermo	parco_02_025_000	63.147198	676.000000	0.259574
fermo	parco_02_025_001	10.547409	705.000000	0.005674
fermo	parco_02_025_002	33.666125	686.000000	0.178723
fermo	parco_02_026_000	27.754563	698.000000	0.104965
fermo	parco_02_026_001	24.809006	698.000000	0.093617
fermo	parco_02_026_002	41.062769	690.000000	0.153191
fermo	parco_02_027_000	21.040361	703.000000	0.034043
fermo	parco_02_027_001	24.368695	705.000000	0.059574
fermo	parco_02_027_002	14.027631	705.000000	0.028369
fermo	parco_02_028_000	14.158752	705.000000	0.014184
fermo	parco_02_028_001	75.051144	663.000000	0.252482
fermo	parco_02_028_002	31.512789	684.000000	0.140426
fermo	parco_02_029_000	20.221401	704.000000	0.065248
fermo	parco_02_029_001	34.278446	682.000000	0.241135
fermo	parco_02_029_002	14.437520	703.000000	0.063830
fermo	parco_02_030_000	22.670533	700.000000	0.073759
fermo	parco_02_030_001	58.137489	683.000000	0.202837
fermo	parco_02_030_002	95.940748	633.000000	0.434043
fermo	parco_02_031_000	7.987986	705.000000	0.011348
fermo	parco_02_031_001	26.848555	699.000000	0.178723
fermo	parco_02_031_002	15.144963	705.000000	0.053901
fermo	parco_02_032_000	41.799803	690.000000	0.139007
fermo	parco_02_032_001	41.427764	683.000000	0.181560
fermo	parco_02_032_002	30.471051	701.000000	0.102128
fermo	parco_02_033_000	9.344241	705.000000	0.008511
fermo	parco_02_033_001	5.278439	705.000000	0.002837
fermo	parco_02_033_002	8.403337	705.000000	0.008511
fermo	parco_02_034_000	24.355722	697.000000	0.076596
fermo	parco_02_034_001	19.264606	700.000000	0.046809
fermo	parco_02_034_002	61.122107	660.000000	0.246809
fermo	parco_02_035_000	51.905939	680.000000	0.146099
fermo	parco_02_035_001	41.034863	693.000000	0.100709
fermo	parco_02_035_002	36.503979	688.000000	0.136170
fermo	parco_02_036_000	106.769042	642.000000	0.282270
fermo	parco_02_036_001	26.956323	695.000000	0.085106
fermo	parco_02_036_002	87.219106	638.000000	0.306383
fermo	parco_02_037_000	12.521677	703.000000	0.034043
fermo	parco_02_037_001	52.294687	677.000000	0.232624
fermo	parco_02_037_002	32.456369	693.000000	0.093617
fermo	parco_02_038_000	65.685749	640.000000	0.334752
fermo	parco_02_038_001	30.085563	698.000000	0.104965
fermo	parco_02_038_002	25.182424	693.000000	0.087943
fermo	parco_02_039_000	46.837121	680.000000	0.212766
fermo	parco_02_039_001	17.279530	705.000000	0.045390
fermo	parco_02_039_002	16.929849	704.000000	0.036879
fermo	parco_02_040_000	11.165054	705.000000	0.011348
fermo	parco_02_040_001	62.409746	674.000000	0.289362
fermo	parco_02_040_002	87.590549	663.000000	0.253901
fermo	parco_02_041_000	22.884593	700.000000	0.076596
fermo	parco_02_041_001	44.164034	683.000000	0.212766
fermo	parco_02_041_002	86.920404	642.000000	0.363121
fermo	parco_02_042_000	28.837722	696.000000	0.127660
fermo	parco_02_042_001	14.173019	705.000000	0.031206
fermo	parco_02_042_002	14.011881	702.000000	0.053901
fermo	parco_02_043_000	152.828492	527.000000	0.558865
fermo	parco_02_043_001	69.211145	663.000000	0.278014
fermo	parco_02_043_002	29.377538	698.000000	0.119149
fermo	parco_02_044_000	13.497071	705.000000	0.019858
fermo	parco_02_044_001	8.006270	702.000000	0.082270
fermo	parco_02_044_002	23.934376	688.000000	0.121986
fermo	parco_02_045_000	24.673176	700.000000	0.107801
fermo	parco_02_045_001	35.160666	663.000000	0.245390
fermo	parco_02_045_002	29.170496	671.000000	0.175887
fermo	parco_02_046_000	24.507333	698.000000	0.102128
fermo	parco_02_046_001	78.083568	622.000000	0.320567
fermo	parco_02_046_002	21.752689	694.000000	0.124823
fermo	parco_02_047_000	106.509820	610.000000	0.468085
fermo	parco_02_047_001	14.139945	703.000000	0.042553
fermo	parco_02_047_002	11.699411	705.000000	0.017021
fermo	parco_02_048_000	42.054720	678.000000	0.218440
fermo	parco_02_048_001	11.556901	703.000000	0.017021
fermo	parco_02_048_002	49.219341	676.000000	0.173050
fermo	parco_02_049_000	5.471336	705.000000	0.000000
fermo	parco_02_049_001	23.333528	702.000000	0.087943
fermo	parco_02_049_002	6.164749	705.000000	0.011348
fermo	parco_02_050_000	70.575076	663.000000	0.278014
fermo	parco_02_050_001	92.926370	631.000000	0.286525
fermo	parco_02_050_002	33.342660	694.000000	0.112057
fermo	parco_02_051_000	23.689221	704.000000	0.059574
fermo	parco_02_051_001	41.718614	690.000000	0.102128
fermo	parco_02_051_002	14.871328	705.000000	0.028369
fermo	parco_02_052_000	20.973204	702.000000	0.079433
fermo	parco_02_052_001	31.342375	693.000000	0.099291
fermo	parco_02_052_002	20.321574	705.000000	0.065248
fermo	parco_02_053_000	144.136339	549.000000	0.370213
fermo	parco_02_053_001	14.948481	705.000000	0.022695
fermo	parco_02_053_002	31.148688	674.000000	0.181560
fermo	parco_02_054_000	62.656756	668.000000	0.295035
fermo	parco_02_054_001	106.838220	637.000000	0.365957
fermo	parco_02_054_002	109.139641	640.000000	0.385816
fermo	parco_02_055_000	85.815802	586.000000	0.313475
fermo	parco_02_055_001	19.552806	705.000000	0.031206
fermo	parco_02_055_002	10.513727	705.000000	0.002837
fermo	parco_02_056_000	20.907110	699.000000	0.096454
fermo	parco_02_056_001	6.623381	705.000000	0.000000
fermo	parco_02_056_002	9.761828	705.000000	0.008511
fermo	parco_02_057_000	14.757041	705.000000	0.014184
fermo	parco_02_057_001	32.219465	692.000000	0.130496
fermo	parco_02_057_002	22.805979	699.000000	0.076596
fermo	parco_02_058_000	33.883676	700.000000	0.087943
fermo	parco_02_058_001	63.682424	642.000000	0.314894
fermo	parco_02_058_002	82.334352	658.000000	0.265248
fermo	parco_02_059_000	51.639497	682.000000	0.178723
fermo	parco_02_059_001	96.125757	628.000000	0.365957
fermo	parco_02_059_002	28.348863	699.000000	0.078014
fermo	parco_02_060_000	18.763036	704.000000	0.062411
fermo	parco_02_060_001	43.609303	687.000000	0.178723
fermo	parco_02_060_002	15.930092	703.000000	0.036879
fermo	parco_02_061_000	15.507460	702.000000	0.055319
fermo	parco_02_061_001	80.235680	610.000000	0.360284
fermo	parco_02_061_002	20.553737	703.000000	0.062411
fermo	parco_02_062_000	12.461070	705.000000	0.034043
fermo	parco_02_062_001	58.204475	674.000000	0.266667
fermo	parco_02_062_002	13.185292	705.000000	0.025532
fermo	parco_02_063_000	12.761473	705.000000	0.014184
fermo	parco_02_063_001	5.643191	705.000000	0.002837
fermo	parco_02_063_002	5.046594	705.000000	0.000000
fermo	parco_02_064_000	59.942572	667.000000	0.209929
fermo	parco_02_064_001	5.955932	705.000000	0.000000
fermo	parco_02_064_002	14.420890	702.000000	0.039716
fermo	parco_02_065_000	20.592571	702.000000	0.082270
fermo	parco_02_065_001	5.395105	705.000000	0.000000
fermo	parco_02_065_002	3.994087	705.000000	0.000000
fermo	parco_02_066_000	24.809521	703.000000	0.065248
fermo	parco_02_066_001	67.591344	687.000000	0.104965
fermo	parco_02_066_002	5.905896	705.000000	0.002837
fermo	parco_02_067_000	24.439473	700.000000	0.102128
fermo	parco_02_067_001	15.378992	703.000000	0.048227
fermo	parco_02_067_002	143.643692	556.000000	0.446809
fermo	parco_02_068_000	46.950774	681.000000	0.209929
fermo	parco_02_068_001	206.578945	604.000000	0.468085
fermo	parco_02_068_002	5.587902	705.000000	0.002837
fermo	parco_02_069_000	4.120393	705.000000	0.000000
fermo	parco_02_069_001	16.689846	705.000000	0.025532
fermo	parco_02_069_002	34.500346	699.000000	0.133333
fermo	parco_02_070_000	90.408902	659.000000	0.246809
fermo	parco_02_070_001	46.327669	687.000000	0.151773
fermo	parco_02_070_002	75.602881	667.000000	0.232624
fermo	parco_02_071_000	9.714426	705.000000	0.008511
fermo	parco_02_071_001	6.303674	705.000000	0.005674
fermo	parco_02_071_002	20.119369	699.000000	0.062411
fermo	parco_02_072_000	10.594819	704.000000	0.017021
fermo	parco_02_072_001	5.564909	705.000000	0.002837
fermo	parco_02_072_002	73.505267	656.000000	0.180142
fermo	parco_02_073_000	123.794956	639.000000	0.340426
fermo	parco_02_073_001	7.559920	705.000000	0.019858
fermo	parco_02_073_002	5.211584	705.000000	0.000000
fermo	parco_02_074_000	5.432538	705.000000	0.002837
fermo	parco_02_074_001	68.727102	631.000000	0.263830
fermo	parco_02_074_002	10.686214	705.000000	0.019858
fermo	parco_02_075_000	19.552393	705.000000	0.062411
fermo	parco_02_075_001	150.016459	542.000000	0.556028
fermo	parco_02_075_002	17.705622	704.000000	0.034043
fermo	parco_02_076_000	12.293098	705.000000	0.022695
fermo	parco_02_076_001	41.309563	691.000000	0.192908
fermo	parco_02_076_002	8.974807	705.000000	0.005674
fermo	parco_02_077_000	17.446384	705.000000	0.034043
fermo	parco_02_077_001	5.246818	705.000000	0.005674
fermo	parco_02_077_002	6.811600	705.000000	0.002837
fermo	parco_02_078_000	64.129401	650.000000	0.331915
fermo	parco_02_078_001	36.228173	690.000000	0.221277
fermo	parco_02_078_002	13.229549	705.000000	0.017021
fermo	parco_02_079_000	64.767779	641.000000	0.317730
fermo	parco_02_079_001	5.225142	705.000000	0.002837
fermo	parco_02_079_002	35.207032	690.000000	0.161702
fermo	parco_02_080_000	23.808340	701.000000	0.130496
fermo	parco_02_080_001	46.409091	692.000000	0.184397
fermo	parco_02_080_002	19.028322	702.000000	0.062411
fermo	parco_02_081_000	36.638206	669.000000	0.160284
fermo	parco_02_081_001	34.639738	683.000000	0.164539
fermo	parco_02_081_002	5.163325	705.000000	0.008511
fermo	parco_02_082_000	5.679068	705.000000	0.000000
fermo	parco_02_082_001	4.771137	705.000000	0.000000
fermo	parco_02_082_002	13.682334	703.000000	0.048227
fermo	parco_02_083_000	4.278151	705.000000	0.002837
fermo	parco_02_083_001	5.919680	705.000000	0.000000
fermo	parco_02_083_002	125.436071	531.000000	0.453901
fermo	parco_02_084_000	6.675653	705.000000	0.002837
fermo	parco_02_084_001	9.861948	705.000000	0.014184
fermo	parco_02_084_002	7.322563	705.000000	0.011348
fermo	parco_02_085_000	7.374216	705.000000	0.005674
fermo	parco_02_085_001	3.058070	705.000000	0.000000
fermo	parco_02_085_002	4.059770	705.000000	0.000000
fermo	parco_02_086_000	6.446049	705.000000	0.000000
fermo	parco_02_086_001	4.196812	705.000000	0.000000
fermo	parco_02_086_002	5.957370	705.000000	0.000000
fermo	parco_02_087_000	7.629132	705.000000	0.002837
fermo	parco_02_087_001	4.784518	705.000000	0.000000
fermo	parco_02_087_002	3.036574	705.000000	0.000000
fermo	parco_02_088_000	32.386302	689.000000	0.178723
fermo	parco_02_088_001	40.834765	674.000000	0.156028
fermo	parco_02_088_002	44.923288	689.000000	0.164539
fermo	parco_02_089_000	45.241493	662.000000	0.187234
fermo	parco_02_089_001	34.424544	688.000000	0.158865
fermo	parco_02_089_002	62.590406	658.000000	0.300709
fermo	parco_02_090_000	4.766411	705.000000	0.000000
fermo	parco_02_090_001	7.160795	704.000000	0.008511
fermo	parco_02_090_002	29.686479	702.000000	0.104965
fermo	parco_02_091_000	16.215645	704.000000	0.053901
fermo	parco_02_091_001	26.093652	704.000000	0.085106
fermo	parco_02_091_002	31.272742	699.000000	0.073759
fermo	parco_02_092_000	58.024059	660.000000	0.243972
fermo	parco_02_092_001	17.536509	705.000000	0.042553
fermo	parco_02_092_002	17.212938	703.000000	0.045390
fermo	parco_02_093_000	45.606280	663.000000	0.192908
fermo	parco_02_093_001	46.460310	689.000000	0.190071
fermo	parco_02_093_002	36.662874	695.000000	0.127660
fermo	parco_02_094_000	16.604379	705.000000	0.042553
fermo	parco_02_094_001	67.075912	617.000000	0.375887
fermo	parco_02_094_002	8.979342	704.000000	0.011348
fermo	parco_02_095_000	8.598229	705.000000	0.005674
fermo	parco_02_095_001	20.353523	703.000000	0.053901
fermo	parco_02_095_002	21.330917	696.000000	0.096454
fermo	parco_02_096_000	8.710453	705.000000	0.008511
fermo	parco_02_096_001	9.278814	705.000000	0.000000
fermo	parco_02_096_002	5.220899	705.000000	0.000000
fermo	parco_02_097_000	60.865326	664.000000	0.260993
fermo	parco_02_097_001	13.135476	705.000000	0.036879
fermo	parco_02_097_002	17.500262	699.000000	0.065248
fermo	parco_02_098_000	9.916548	705.000000	0.017021
fermo	parco_02_098_001	19.877421	702.000000	0.073759
fermo	parco_02_098_002	11.897186	705.000000	0.017021
fermo	parco_02_099_000	8.683432	705.000000	0.014184
fermo	parco_02_099_001	11.248772	705.000000	0.014184
fermo	parco_02_099_002	55.115371	663.000000	0.269504
spostamento	auto_02_000_000	8.151541	503.000000	0.035461
spostamento	auto_02_000_001	12.579918	483.000000	0.063830
spostamento	auto_02_000_002	7.530534	479.000000	0.042553
spostamento	auto_02_001_000	11.675800	483.000000	0.049645
spostamento	auto_02_001_001	7.268263	476.000000	0.028369
spostamento	auto_02_001_002	9.776780	480.000000	0.046809
spostamento	auto_02_002_000	5.352481	477.000000	0.015603
spostamento	auto_02_002_001	8.545696	478.000000	0.060993
spostamento	auto_02_002_002	25.484991	512.000000	0.134752
spostamento	auto_02_003_000	8.128351	466.000000	0.039716
spostamento	auto_02_003_001	40.329456	518.000000	0.113475
spostamento	auto_02_003_002	8.001235	468.000000	0.034043
spostamento	auto_02_004_000	15.230154	537.000000	0.069504
spostamento	auto_02_004_001	11.208824	534.000000	0.053901
spostamento	auto_02_004_002	18.364345	534.000000	0.097872
spostamento	auto_02_005_000	12.728130	452.000000	0.041135
spostamento	auto_02_005_001	11.759044	441.000000	0.055319
spostamento	auto_02_005_002	7.973728	430.000000	0.022695
spostamento	auto_02_006_000	5.647086	466.000000	0.012766
spostamento	auto_02_006_001	9.872712	477.000000	0.038298
spostamento	auto_02_006_002	7.124630	477.000000	0.031206
spostamento	auto_02_007_000	7.585943	448.000000	0.032624
spostamento	auto_02_007_001	6.216882	466.000000	0.024113
spostamento	auto_02_007_002	9.522288	496.000000	0.034043
spostamento	auto_02_008_000	11.980078	501.000000	0.058156
spostamento	auto_02_008_001	10.819799	462.000000	0.051064
spostamento	auto_02_008_002	13.174801	501.000000	0.049645
spostamento	auto_02_009_000	4.443170	478.000000	0.015603
spostamento	auto_02_009_001	4.263978	379.000000	0.019858
spostamento	auto_02_009_002	5.905729	462.000000	0.015603
spostamento	auto_02_010_000	8.027980	471.000000	0.031206
spostamento	auto_02_010_001	5.319111	465.000000	0.022695
spostamento	auto_02_010_002	10.758441	481.000000	0.048227
spostamento	auto_02_011_000	5.604633	466.000000	0.012766
spostamento	auto_02_011_001	6.918534	433.000000	0.022695
spostamento	auto_02_011_002	17.225254	505.000000	0.075177
spostamento	auto_02_012_000	4.032468	477.000000	0.015603
spostamento	auto_02_012_001	14.196358	480.000000	0.048227
spostamento	auto_02_012_002	10.500111	444.000000	0.036879
spostamento	auto_02_013_000	11.401153	487.000000	0.051064
spostamento	auto_02_013_001	10.441583	448.000000	0.039716
spostamento	auto_02_013_002	11.075110	471.000000	0.048227
spostamento	auto_02_014_000	10.867861	466.000000	0.052482
spostamento	auto_02_014_001	5.398941	439.000000	0.029787
spostamento	auto_02_014_002	10.088818	436.000000	0.041135
spostamento	auto_02_015_000	7.456922	464.000000	0.028369
spostamento	auto_02_015_001	8.538653	445.000000	0.036879
spostamento	auto_02_015_002	9.255788	473.000000	0.036879
spostamento	auto_02_016_000	9.950250	501.000000	0.046809
spostamento	auto_02_016_001	8.036402	456.000000	0.032624
spostamento	auto_02_016_002	16.083215	459.000000	0.126241
spostamento	auto_02_017_000	9.495119	463.000000	0.035461
spostamento	auto_02_017_001	5.568922	376.000000	0.028369
spostamento	auto_02_017_002	8.983968	495.000000	0.042553
spostamento	auto_02_018_000	9.521728	501.000000	0.056738
spostamento	auto_02_018_001	6.582925	497.000000	0.024113
spostamento	auto_02_018_002	8.938170	428.000000	0.042553
spostamento	auto_02_019_000	16.322736	521.000000	0.103546
spostamento	auto_02_019_001	14.472290	497.000000	0.063830
spostamento	auto_02_019_002	9.637452	482.000000	0.039716
spostamento	auto_02_020_000	10.103813	549.000000	0.041135
